UnitCode,UnitName,Faculty,Sypnosis,Preqs,Proh
EDF1162,Subject knowledge for teaching: Number and algebra,edu,"This unit is framed around the importance of teachers having a profound and flexible understanding of fundamental mathematics, particularly as it relates to number and algebra. The core of the unit involves students working in groups on carefully selected mathematics problems that focus on a deep conceptual and connected understanding of number and early algebra. Carefully chosen problems, together with whole class discussion emerging from students' work on the problems, challenge students to reason about the mathematics and develop their problem-solving skills. Importantly, students are encouraged to view learning as supported by dialogue and to develop their own understandings through working with others' thinking on a topic. Students learn to communicate mathematical ideas effectively, using a range of media including information and communication technologies (ICTs).",,
EDF1171,Sociocultural foundations of health and physical education,edu,"This unit introduces students to the sociocultural foundations of health and physical education. Using the sub-disciplines of history, philosophy, and sociology, students examine the role of these areas in shaping and determining contemporary practices in health and physical education. Students learn that personal and contextual factors, together with individual and group actions, shape health, wellbeing, safety and participation in physical activity. Students develop their understandings through the application and critique of historical and contemporary practices within health and physical education.",,
EDF1172,Biophysical and behavioural foundations of health and physical education,edu,"This unit introduces students to the biophysical and behavioural foundations of health and physical education. Students learn about the major biophysical sub-disciplines including functional human anatomy, exercise physiology, nutrition and behavioural psychology. They explore the role these have played in shaping contemporary practices within the health and physical education discipline. Students learn how the biophysical elements interact with social, cultural and environmental factors to influence healthy and physically active lives. Students develop their understanding of the discipline areas through the application and critique of practice aimed to optimise individual potential for health and wellbeing, and the building of healthy, active communities.",,
EDF1174,Foundations of outdoor education and environmental studies,edu,"This unit introduces students to the historical, philosophical and experiential foundations of human participation in outdoor environments through the discipline of outdoor education and environmental studies. This has developed as a unique discipline that studies how humans experience, interact with and have an impact on outdoor environments. It includes an examination of the significance of such experiences to individuals and communities and the consequences that follow for outdoor environments. Specifically, the unit presents a case study of how Australian environments have evolved and how human cultures, both Aboriginal and Torres Strait Islander and settler, have accessed, utilised, explored, exploited, managed and conserved these environments through time. In addition, students develop their understanding of current threats, e.g. resource extraction, climate change and recreational pressures, to the ecological integrity of these environments.",,
EDF1175,Ways of knowing outdoor environments,edu,"This unit explores the ways that people develop knowledge and understanding in and of outdoor environments. These include geographical, scientific, aesthetic, spiritual and narrative ways of knowing. Students examine environmental land use history for particular Australian environments (inland rivers, floodplain forests and grasslands) in order to understand how different ways of knowing contribute to the attitudes and actions of Aboriginal and Torres Strait Islander and settler Australians, and how these groups have impacted upon and modified these environments. Students consider the connections between various types of land use and environmental impacts in local, regional, national and global environmental contexts.",,
EDF1205,English education 1,edu,"This unit introduces students to the complexities involved in teaching English and literacy, and in developing theoretical perspectives on learning and teaching in the field. Students develop their own discipline knowledge of English. They are encouraged to research changing practices in the teaching of English, critically reflect on their own beliefs and teaching practices, and develop a robust theoretical perspective on the learning and teaching of literacy for a diverse range of learners. They focus on the range of ways children encounter and use symbol systems while exploring their diverse everyday worlds and building their literacy skills. Students develop understanding of relevant local and national English curriculum for schools, and the interrelated strands of language, literature and literacy.",,
EDF1206,Mathematics education 1,edu,"This unit develops students' knowledge of the discipline of mathematics, content, concepts, skills and attitudes relevant to the effective teaching and learning of mathematics from Foundation to Year 8. Students build their capacity to apply teaching strategies to identify and address common misconceptions children have with numbers (including fraction and decimal numbers), plan and sequence lessons to maximise learning for children of varying abilities, and explore how learning can be facilitated through the effective use of digital technologies. Students also investigate and critique a range of teaching resources and reflect on their own engagement with mathematical tasks.",, EDF1204EDF1307
EDF1303,Understanding learning and learners,edu,"This unit introduces contemporary learning theories that enable students to reflect on their own learning experiences in order to understand how others learn. From the perspective of broader educational settings (school, community, early childhood settings, home), the important questions of what learning is, how and why learning occurs, what quality learning might be and what influences learning, are discussed and reflected upon. Through examination of different theoretical perspectives and contexts, this unit focuses on building an understanding of what can influence learning and offers skill building in academic learning. Ideas closely associated with learning, including motivation, engagement and ability are also considered. The unit encourages students to begin constructing deep knowledge about the relationship between learning and educational inquiry.",Enrolment in a Faculty of Education course,EDF1301
EDF1304,Understanding teaching for learning,edu,"This unit builds on the focus in EDF1303 (Understanding learning and learners) to introduce contemporary approaches to teaching and their impact on learning. It enables students to demonstrate an understanding of curriculum and its role in teaching and learning in educational settings. Students are facilitated to demonstrate knowledge and skills in a range of teaching strategies including effective teaching models and assessment strategies that promote learning. Students develop knowledge and skills to engage in meaningful and respectful relationships with learners, their families and communities, in order to support learning.",EDF1303,EDF1302
EDF1551,Foundation to inclusive education,edu,"This introductory unit lays the foundation for studies of Inclusive Education and the subsequent units in this discipline stream. The unit develops pre-service teachers' capacity to demonstrate knowledge and understanding of strategies for differentiating teaching to meet the specific learning needs of students across the full range of abilities, to maximise their learning and participation in schooling. They explore  key issues related to the education of diverse learners including those who may be disadvantaged because of social and/or personal circumstances. These students may experience exclusion and/or lack of opportunities for success in schooling because of  disabilities, ethnicity, gender, socio economic disadvantage, chronic health conditions and/or a range of other circumstances. In the unit students visit and build understanding of  various learning settings in which diverse learners are educated. Students explore  policies, legislation and research on  inclusive education practice in Victoria, Australia and worldwide, to inform their ability to show evidence of understanding the complexities of inclusive education.",,
EDF1552,Using assessment to respond to diversity across the school years,edu,"This introductory unit develops pre-service teachers' knowledge and understanding of assessment of the learning environment and diverse students' learning needs across the school years. An important aspect of teaching learners with diverse needs is to understand the learner well. Students learn the practical assessment processes of gathering and interpreting information for use by learners and their teachers, to decide where the learners are in their learning progression, what impacts on progress, and what strategies can maximise their learning. The focus of this unit is on assessment for learning as well as assessment of learning. Assessment for learning involves self-reflection and self-assessment, feedback and strategies that allow teachers to make better learning and teaching decisions. The unit develops pre-service teachers' own understanding of how their learning is taking place and how it can be developed. In addition, the unit develops understanding of assessment strategies, including informal and formal, diagnostic, formative and summative approaches to assess student learning, moderation processes and the use of information and communication technologies in learning and assessment",,
EDF2005,"Professional responsibilities, practice and relationships",edu,"This unit builds on students' initial education studies to further develop and practise their knowledge and skills in planning for teaching, collaborating with peers and building positive and productive classroom environments. One focus is on understanding the professional responsibilities teachers have with respect to developing their practice, and building and sustaining educational relationships with students, professional colleagues, administrators, parents and members of the community in diverse educational settings. Another focus is developing and applying the practical teaching knowledge and skills students are acquiring in their course and during professional experience. Unit learning and assessment tasks require students to engage with contemporary issues in teaching, to develop a critical position on these issues, and to consider the practical applications of this position in their teaching practice now and into the future.", EDF1303EDF1304,EDF2002
EDF2006,Education priorities,edu,"In this unit students develop their knowledge and understanding of key priorities in education connected to their various education contexts, the Australian Curriculum and expectations of the Australian Professional Standards for Teachers. The unit includes exploration of cross-curriculum priorities including Asia and Australia's engagement with Asia, education for sustainability, and Aboriginal and Torres Strait Islander peoples, histories and cultures. Through a range of research and inquiry-based methodologies, and through investigations of exemplars of teaching and learning in schools in local and global contexts, students build their understanding of professional practice and education priorities. Students learn how to develop strategies for teaching diverse learners including Aboriginal and Torres Strait Islander students. The unit also focuses on how to implement the critical areas of literacy, numeracy and the use of information and communication technologies (ICTs) in schools.",Successful completion of at least 12 credit points of education units,
EDF2007,Adolescent development and learning,edu,"This unit focuses on significant aspects of adolescent development and the implications for teachers. Students further their understanding of psychological research into adolescent development and are encouraged to develop critical perspectives in this field. The unit considers psychological, motivational, social, cognitive, biological and sociocultural perspectives of adolescent development and learning. Students inquire into interpersonal and teaching strategies for teaching and learning with adolescents based on contemporary knowledge of adolescent development.",EDF2005,EDF3006
EDF2008,Becoming a specialist teacher,edu,"This unit examines the concept and process of becoming a specialist teacher. It focuses on the identity, knowledge, practices and professional learning of a teacher with expertise grounded in a particular disciplinary tradition. Using different frameworks to explore the nature of disciplinary knowledge, the unit enables students to think critically and creatively about the relationship between their developing disciplinary knowledge and their emerging work as specialist teachers. Students examine how the curriculum organises and represents knowledge in ways that are both specialised and interdisciplinary. They explore how teachers help students develop knowledge, capabilities and skills both within and beyond subject specialism boundaries in ways that meet the needs of a diverse range of students in an ever-changing world. Students develop broad knowledge and understanding of legislative requirements and teaching strategies that support participation and learning of students with disabilities. The unit provides a range of conceptual and practical ideas and resources from which students can build further understandings and capacities in their ongoing professional learning as specialist teachers.",Successful completion of at least 12 credit points of education units,
EDF2020,English and literacies 1,edu,"This unit is the first of two that develop students' understanding of English and literacies learning in the Victorian and Australian curriculum. This unit focuses on the range of ways children encounter and use literacy in a diverse social, cultural and technological world. It introduces conceptual frameworks for understanding and critiquing the processes of how children learn about literacy. Students explore the importance of translating home and community learning into various institutional settings and vice versa. The teaching of literacy is examined from a number of current theoretical perspectives, and students develop appropriate pedagogical practices that support children's literacy learning. With a particular focus on the early years, the unit explores effective pedagogies to enhance children's oral language, reading, writing and visual literacies, taking into account issues related to information and communication technology.",,
EDF2021,Mathematics and numeracy 1,edu,"This unit develops students' understanding of research and contemporary pedagogical practices in the teaching and learning of primary school mathematics. It particularly focuses on children's mathematical development in the early years of school including early number concepts, written and mental computation, estimation, measurement and geometry. Students also explore the importance of translating home and community learning into school-based practice. The teaching of mathematics and numeracy are examined from a number of current theoretical perspectives, and students develop appropriate practices that are in line with local and Australian curriculum support that they can implement in their teaching in schools.",,
EDF2028,"Health, wellbeing and social learning in primary contexts",edu,"This unit explores the complex nature of learners' health, wellbeing and social learning from the perspectives of the pre-service learners themselves and through an examination of the role that primary schools play in promoting children's health and wellbeing. Students explore factors that shape health, wellbeing and social learning. They engage with current public health, wellbeing and curriculum policy and apply their understandings to school program development.",,
EDF2029,Active citizenship and community connections: Local and global,edu,"This unit develops students' understandings of active citizenship and community connections in local and global spheres, since this learning for children is part of the nationally agreed goals for schools and is a subject in the Australian Curriculum. Students explore what young people need to learn and be able to do in order to become active and informed citizens in Australia and globally, including how communities function, how civic processes work and how they can participate in community activities. They examine exemplars of how theme-based or integrated learning is used in primary schools to develop children's knowledge, understanding and capacities to be involved in citizenship activities, including as part of the formal school curriculum, in wider whole-school programs and with links to community.",,
EDF2030,Contemporary child development theories and practices,edu,"In this unit students develop understandings of a range of contemporary theories of child development and discuss development as a cultural and social process whereby development is always positioned in relation to what the child can do collaboratively. A diverse range of theoretical perspectives and theories, including developmental, sociocultural and post-structural, are explored in relation to how they are applied to the provision of education and care for children from birth to twelve years in their specific contexts. The unit explores new research in this field and students critically reflect on current practices in the light of this research to begin to develop their pedagogical leadership. Students apply their understanding of contemporary child development in early childhood settings to plan learning experiences showing the nexus between theory, teaching and development strategies that reflect contemporary curriculum frameworks.",,
EDF2031,Indigenous perspectives on teaching and learning,edu,"This unit explores local and global Indigenous perspectives on teaching and learning. It develops students' knowledge and understanding of Indigenous cultures with a particular focus on Aboriginal and Torres Strait Islander peoples. The unit considers Indigenous and other forms of education alongside the provision of mainstream schooling by nation states. Students develop their understanding of the impact of culture, cultural identity and linguistic background on the education of students from Aboriginal and Torres Strait Islander backgrounds. They explore and utilise education programs which have successfully engaged with learners from Indigenous and traditionally oriented societies and achieved improvements in their education outcomes. Students also develop broad knowledge, understanding and respect for Aboriginal and Torres Strait Islander peoples and their histories, cultures and languages, to meet expectations in the Australian Curriculum and the Australian Professional Standards for Teachers. They develop skills and insights into how to engage learners from Indigenous and traditional communities and create successful partnerships that improve academic outcomes and foster reconciliation.",,
EDF2032,Learning through play pedagogies,edu,"In this unit students examine research which explores contemporary theories about play and how play supports children's learning. Students learn how to interpret play-based curriculum that encourages children to explore, solve problems, create and construct new knowledge and explore how play is re-defined and theorised. In addition, students explore the diverse culturally informed ways in which children in contemporary society play and learn in early childhood settings, primary schools, families and communities. Importantly, students undertake an analysis of the contemporary theories of play and, noting the research upon which a variety of theories are based, examine multicultural variations, popular culture and gendered interactions. They become familiar with a range of children's play contexts. Students further develop their understanding through observing children at play and undertaking analyses of re-theorising play as a pedagogical construct to support students' ability for leading pedagogical practice change.",,
EDF2033,"Learning with children, their families and communities",edu,"This unit explores children's learning development within the context of their family and communities. The theoretical and practical context of how children learn from birth to eight years of age is explored to support students' capacity for building effective relationships. The focus is on the implications of development for learning and teaching in relation to contemporary issues impacting on children's learning with their family and communities. All aspects of learning and teaching in these early years is examined through participation in problem-based learning scenarios and observed case studies where students analyse and apply knowledge of children, family and communities. Students learn to understand how theoretical and contemporary real-life issues relate to the development of children's learning, and they develop their ability to design innovative learning with children, their families and communities.",,
EDF2034,"Learning about patterns, shapes and numbers through play",edu,"This unit focuses on students' developing understanding of what young children do to learn mathematically and build the skills of numeracy through play, games, shapes, numbers and varied resources for young learners. Students further build their conceptual frameworks for understanding children's mathematical growth. Students critically engage with current research, practice and policy in mathematics with a special focus on mathematics and play. They are introduced to pedagogical approaches that enable them to successfully support children's learning of mathematics, including a focus on the use of information and communication technologies (ICTs) and the use of real or imaginary technologies as props in their play, or as tools for designing and making meaning.",,
EDF2035,Health and physical wellbeing in the young child,edu,"This unit develops students' understanding of how early childhood education can help to develop health and physical wellbeing in the young child with reference to the expectations in relevant curriculum and policy documents. Wellbeing is discussed in terms of holistic approaches to health with children, their families and communities with particular emphasis on diversity and inclusion. There are emphases on physical wellbeing with attention paid to movement, the body, diet and nutrition, outdoor activity and risk taking, as well as children's socio-emotional wellbeing. Local and international perspectives on health and wellbeing are explored and how different cultural values disrupt the idea that there is a universal standard for health and physical wellbeing. The United Nations Convention on the Rights of the Child (UNCRC) document underpins the learning in this unit. Students learn how they can develop and apply strategies to ensure the rights of children to a healthy and active lifestyle can be achieved.",,
EDF2038,"Curriculum, assessment and documentation in education",edu,"This unit develops students' understanding of the curriculum guidelines, documentation, assessment and evaluation policies that are pertinent to early childhood education at local and national levels. Students are involved in analyses of pedagogical, social, cultural, political and economic dimensions of curriculum theory, practice, design and assessment that meet diverse learners' needs. They develop in-depth knowledge of the key elements and requirements of current policy relevant to their local, regional and national contexts. They explore exemplars of early years programs and planning and how children's activities are assessed, so they can competently and professionally develop practices expected in early childhood learning and care nationally and internationally.",,
EDF2039,Children and childhood across time: Policies and practices,edu,"This unit examines critically how childhood has been theorised over time, and investigates how different concepts of childhood have shaped children's lives and educational opportunities. Students engage with a range of educational philosophical perspectives that have contributed to understandings of childhood across time and place. Students also develop an understanding of the complex socio-economic, cultural and political contexts that have shaped childhoods locally and globally and they investigate how concepts generate possibilities and challenges for young children's learning in the present and future. Particular emphasis is given to the implications for students' work as emerging leaders in their professional field.",,
EDF2051,Early years professional experience 2A,edu,"This unit monitors early years professional experience in the Bachelor of Education in Early Childhood and the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed.", For Bachelor of Education in Early Childhood: EDF1052For BEd(Hons) in Early Years and Primary Education: EDF2057,
EDF2052,Early years professional experience 2B,edu,"This unit monitors early years professional experience in the Bachelor of Education in Early Childhood and the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed.", For Bachelor of Education in Early Childhood: EDF2051For BEd(Hons) in Early Years Education: EDF2053,
EDF2053,Primary professional experience 2A,edu,"This unit monitors primary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed.", For BEd(Hons) in Early Years Education: EDF1052For BEd(Hons) in Primary Education (single and double degrees): EDF1054For BEd(Hons) in Primary and Secondary Health and Physical Education: EDF1056,
EDF2054,Primary professional experience 2B,edu,"This unit monitors primary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed.",EDF2053,
EDF2055,Secondary professional experience 2A,edu,"This unit monitors secondary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed.",EDF1056,
EDF2056,Secondary professional experience 2B,edu,"This unit monitors secondary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed.",EDF2055,
EDF2057,Primary professional experience 2C,edu,"This unit monitors primary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed.",EDF1052,
EDF2071,Interdisciplinary approaches to health and physical education,edu,"This unit explores how educators come to understand and appreciate the complex connections across health and physical education (HPE), curriculum learning areas and more broadly in relation to educational priorities. Students investigate key priorities in primary and secondary education connected to the Australian and Victorian curricula and in relation to the professional standards of the Australian Institute for Teaching and School Leadership (AITSL). The unit explores the cross-curriculum priorities of Asia and Australia's engagement with Asia, Aboriginal and Torres Strait Islander peoples, histories and cultures, and education for sustainability, as well as relevant general capabilities. This investigation is contextualised within a broad whole-school as well as specific HPE context. Students draw upon interdisciplinary knowledge developed in first year to explore exemplars of policies and practice as they continue to build knowledge of varied approaches to HPE in the school and community. Students examine the general capabilities including literacy, numeracy and ICT with a focus on those relevant to HPE in Victorian schools and the way they inform teaching and learning in schools. Through combining theory and practice across discipline areas, students continue to enhance their understanding of the wider educational settings, cross-curricular priorities, general capabilities and other programming and planning priorities in HPE.",,
EDF2072,Social and environmental influences on health and physical education,edu,"This unit explores the range of complex and multilayered factors that influences physical activity and health. Students develop their understanding of interactions across personal, social and environmental contexts that combine to impact individual wellness over time. This unit develops understandings of settings and strengths-based health promotion and social ecology theory as a basis for researching, analysing, applying and appraising knowledge in health and movement fields. Students critique health and movement practices, teaching strategies, and the social and environmental contexts in which they operate. Students undertake research as part of an authentic, ethically sound inquiry-based unit of work, that demonstrates strategies for goal setting, planning, enhancing and assessing student learning related to health and physical education. Students take into account concepts of inclusiveness, power inequalities, diversity and social justice.",,
EDF2101,Professional experience 2A,edu,"This unit monitors primary and secondary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed.",,
EDF2102,Professional experience 2B,edu,"This unit monitors primary and secondary professional experience in the Bachelor of Education (Honours). Students complete the required number of days and the activities specified in the unit guide. Students' learning is supported by relevant academic staff in the Faculty of Education, and by teacher mentors in the education setting in which they are placed.",EDF2101,
EDF2103,Fieldwork experience in outdoor education and environmental studies 2,edu,"This unit monitors fieldwork taken concurrently with EDF2175 (Human interactions and relationships in outdoor education). Students develop their experiential knowledge and skills in outdoor education environments and educational contexts and develop techniques for planning, managing and evaluating learning programs and the ability to apply, question, test and consolidate theories and concepts explored in EDF2175. These experiences also provide students with the opportunity to build competencies in the professional requirements associated with fieldwork provision in outdoor education and environmental studies; that is, in the conduct of outdoor activities, safe planning, risk management and experience in the logistical support required for the provision of fieldwork programs.",,
EDF2151,New literacies,edu,"This unit recognises the complex literate demands placed on students due to technological advancements, an increasingly globalised world, diverse classroom contexts, and the importance literacy plays in learning, employment and community participation. It explores the multimodal nature of texts and the variety of modes that are used to create meaning in complex ways. Students explore conceptual frameworks and theoretical ideas to help them read, design and create new texts using a range of new technologies.",,
EDF2152,Diverse literacies,edu,"This unit helps students to understand diverse and multiple literacies and how they are experienced and defined in different ways due to our unique social, cultural and linguistic backgrounds. Students critique and challenge ideas related to what counts as literacy and explore theoretical ideas such as critical literacy, place literacies and multiliteracies as a means to understand how one might define and describe literacy in a variety of contexts and cultures. Further, students explore theoretical ideas that help them to understand the complexities around learning new languages and learning in English when it is an additional language or dialect (EAL/D).",,
EDF2161,Numeracy and mathematics for learning and life,edu,"This unit addresses the key questions of what the similarities and distinctions are between numeracy and mathematics. Although numeracy is sometimes thought of as a subset of mathematics, it can also be seen as encompassing a different set of aims and objectives. For example, the power of 'pure' mathematics can be thought of as resting in the pleasure that mathematicians gain from 'playing' with mathematics for its own sake, and the resultant ever more abstract nature of the subject. In contrast, being numerate means working in the opposite direction: looking for the mathematics potentially 'hidden' in the world and drawing on quantitative skills to question particular issues. Numeracy is linked to being able to make critically informed judgements, judgements for which mathematical knowledge in itself may not equip one. By addressing such issues the unit develops both students' understanding of numeracy and mathematics and what this means for them as teachers and future leaders of numeracy in schools.",EDF1161,
EDF2162,Subject knowledge for teaching: Measurement and geometry,edu,"This unit is framed around the importance of teachers having a rich, connected understanding of fundamental mathematics, particularly as it relates to measurement and geometry. The core of the unit involves students working in groups on carefully selected mathematics problems that focus on the relationship between measurement and geometry, and their practical relevance. Carefully chosen problems together with whole class discussion emerging from students' work on the problems, challenge students to develop spatial reasoning and problem-solving skills and be fluent in certain skills, definitions and vocabulary. Importantly, students are encouraged to view learning as supported by dialogue and to develop their own understandings through working with others' thinking on a topic. Students learn to communicate mathematical ideas effectively, using a range of media including information and communication technologies (ICTs).",EDF1161,
EDF2171,Motor control and skill acquisition,edu,"This unit explores the discipline of human movement, particularly how humans acquire and refine a broad range of movement skills. The study of motor control and skill acquisition is a broad area that uses foundational biophysical knowledge together with elements of psychology, sociology and understanding of growth and development to explore how and why the human body moves. Students are introduced to concepts such as tacit knowledge and environmental constraints to understand the dynamic interaction between body and environment in the production of high-level skilled sporting and lifetime physical activity movements. The unit also investigates how movement abilities can be diverse due to a range of factors beyond the immediate control of the individual. Students develop a theoretical foundation to underpin many practical approaches common to sports coaching and movement settings. Practical application of theoretical understandings provides students with an appreciation for how they might plan for, implement and evaluate a range of approaches to learning motor skills.",,
EDF2172,Applied movement contexts in health and physical education 1,edu,"In this unit students use and critically analyse a range of coaching styles and methods of delivery. They consider the use of fundamental motor skills, teaching games for understanding and game sense approaches to delivery. They examine how these approaches support participant learning and gain an appreciation of how to utilise these different delivery strategies to provide differentiation in their instruction. Students learn how to plan and deliver activities with challenging learning goals in a safe, structured, sequential way. They analyse the use of these activities across a range of contexts including active play, minor games, challenge and adventure, and games and sports. They develop knowledge of how to use technology to undertake performance analysis of both participants and themselves as deliverers. Students are encouraged to critique approaches to delivery using technical, ethical, physiological, social and psychological lenses. The unit develops students' skills to plan, facilitate and critique a range of movement experiences.",,
EDF2173,Perspectives on health,edu,"This unit introduces students to a range of principles, frameworks and practices that guide health promotion in Australia and internationally. Students critically explore the place of health in people's lives and consider a range of factors that shape individual and population health. They also develop knowledge of priority health issues, determinants of health and an appreciation for ways of working to promote health and wellbeing. By developing health promotion planning and evaluation skills, students carefully consider health promotion as a key field for addressing, managing and having an impact upon individual and population health. Areas of investigation and important dimensions of practice include settings-based approaches, partnership, participation, multi-level action, capacity building and evidence-based practice, policy development for health, creating supportive environments, and health education strategies. The application of these to youth health challenges in diverse cultural and economic contexts is also explored.",,
EDF2174,"Outdoor education, learners and contexts",edu,"This unit explores key aspects of personal and social wellbeing (physical, emotional and spiritual) and the role they play in the meanings and significances that participants attach to outdoor experiences. Students critically investigate outdoor education contexts via portrayals of outdoor environments in the media, scholarship, and the outdoor education sector. This includes how portrayals and perceptions of nature, wildness, wilderness, risk, recreation and conservation influence people's attitudes, values and behaviours in the outdoors. Specifically, the unit presents a case study of outdoor learners in local and regional communities and environments and how their experiences are impacted by broader cultural belief systems. This includes a study of the social and ecological pressures placed upon specific environments due to increasing levels of settlement, industry and changes in outdoor leisure participation.",,
EDF2175,Human interactions and relationships in outdoor education,edu,"This unit introduces critical perspectives on human interactions and relationships in and with outdoor environments through outdoor education. This includes a study of the motivations for, and responses to, outdoor experiences amongst participants from diverse groups (e.g. socioeconomic status, cultural background, age, gender and physical ability) and how conflicts over access and use of outdoor environments arise and are resolved. The study of human interactions and relationships between people and communities, and with outdoor environments, and how this influences participation, is of critical importance in outdoor education (including intrapersonal, interpersonal, eco-systemic, reciprocal, community, and kinship approaches to relationships). In this unit students complete an investigation into the relational aspects, both social and environmental, of a significant outdoor education experience.",,
EDF2182,Innovation in pedagogy through film and new media,edu,"In this unit students create time-based art works such as stop motion, animation, short films and digital stories. They engage with four-dimensional (4D, time-based) art practices through a range of traditional, analogue and digital platforms. They critically analyse the use of communication technologies and digital tools as well as the impact and expansion of new media on art practice. They investigate the cultural, creative and social effect that new media practices, such as digital art and graphics, virtual, internet and interactive art, computer games and robotics, have on our understanding of art and aesthetics.",,
EDF2210,Fostering positive child and adolescent behaviour and development,edu,"This unit explores significant aspects of child and adolescent development, behaviours and relationships within the context of teacher education. It builds students' understanding of the psychological, motivational, social, cognitive, biological and socio-cultural perspectives of child and adolescent development and the possible implications for learning. Students inquire into strategies for learning and teaching with children and adolescents based on contemporary knowledge of development and fostering positive behaviour interactions and relationships for diverse learners. They develop understanding of how to develop a broad range of strategies for involving parents/carers and other community service and health providers in the educative process.",,
EDF2211,Classroom practice,edu,"This unit develops students' knowledge and understanding of how to apply their content knowledge to classroom practice. They further develop their capacity to plan for differentiated learning for students across the full range of abilities, meet diverse learners' needs, and choose varied forms of behaviour management. Students explore a range of theoretical perspectives on the pedagogical practices of teachers. Students are encouraged to research multiple examples of teaching and learning practices, critically reflect on their own teaching practices and those of others, and develop a robust theoretical and practical perspective on the profession and their own classroom practice that is demonstrated through individual, group and peer written and oral presentations.",,
EDF2213,English education 2,edu,"This unit further develops students' understanding of the complexities involved in the teaching of English and literacy and in developing theoretical perspectives on the learning and teaching of literacy and expert teaching practice in this field. The focus is on middle and upper primary. Students are encouraged to research changing literacy practices, critically reflect on their own beliefs and teaching practices, and develop a robust theoretical perspective on the learning and teaching of literacy to a diverse range of learners. Students critically examine current literacy practices, including assessment, curriculum and reporting of literacy learning, in order to develop effective methods of literacy pedagogy and planning in their own teaching. Students' pedagogical practices take into account the changing social futures and needs of primary school students.",,
EDF2214,Science education,edu,"This unit explores teaching science within five broad frames: science as a way of thinking and acting, learning about learning science, teaching as the transformation of knowing science, the engagement of learners and communicating science. The unit prepares students to develop a constructivist approach to teaching science, incorporating strategies such as connecting to children's prior knowledge, questioning and inquiry learning, hands-on approaches, scientific investigations and learner-owned/learner-centred investigations. The relationship among science, technology and society is explored, and the nature of science as a discipline is considered. Students build understanding of and demonstrate capacities to plan for science learning and teaching related to the Victorian and Australian curriculum from Foundation to Year 8.",,
